0,448
1,445
2,445
3,446
4,446
5,450
6,450
7,452
8,452
9,453
10,455
11,456
12,457
13,460
14,462
15,465
16,466
17,469
18,470
19,472
20,472
21,473
22,474
23,475
24,477
25,477
26,479
27,481
28,480
29,482
30,484
31,484
32,488
33,488
34,489
35,491
36,492
37,493
38,492
39,493
40,495
41,497
42,497
43,499
44,499
45,500
46,501
47,502
48,503
49,503
50,504
51,506
52,507
53,508
54,510
55,511
56,512
57,513
58,514
59,516
60,520
61,518
62,521
63,521
64,523
65,525
66,525
67,527
68,528
69,529
70,532
71,532
72,532
73,534
74,534
75,535
76,539
77,540
78,543
79,544
80,545
81,546
82,546
83,550
84,552
85,553
86,556
87,556
88,558
89,559
90,560
91,562
92,562
93,562
94,563
95,564
96,567
97,568
98,570
99,569
100,571
101,571
102,574
103,574
104,576
105,575
106,580
107,582
108,583
109,584
110,583
111,586
112,585
113,587
114,587
115,588
116,591
117,593
118,596
119,594
120,598
121,600
122,602
123,604
124,606
125,609
